company_id,name,industry_tag,industry_lvl1,scale,area_sqm,plate,reg_capital_wan,status,signal
YP0273,杨浦示例企业0273,科技金融,金融业,小型,599,五角场商圈,1000,存续,工商稳定+岗位激增
YP0274,杨浦示例企业0274,在线新经济,信息技术,小型,329,杨浦滨江,1000,存续,—
YP0275,杨浦示例企业0275,设计创意,文化创意,中型,1175,大创智,500,存续,工商稳定+岗位激增
YP0276,杨浦示例企业0276,科技金融,金融业,小型,519,杨浦滨江,100,存续,—
YP0277,杨浦示例企业0277,科技金融,金融业,小型,397,大创智,100,存续,近6月融资+招聘扩张
YP0278,杨浦示例企业0278,检验检测/科技服务,科学研究,中型,887,内环商务,3000,存续,—
YP0279,杨浦示例企业0279,专精特新制造服务,制造业,小型,307,新江湾,100,存续,—
YP0280,杨浦示例企业0280,科技金融,金融业,小型,319,新江湾,300,存续,—
YP0281,杨浦示例企业0281,科技金融,金融业,微型,153,五角场商圈,3000,存续,近6月融资+招聘扩张
YP0282,杨浦示例企业0282,专精特新制造服务,制造业,中型,1969,新江湾,3000,存续,—
YP0283,杨浦示例企业0283,科技金融,金融业,小型,471,大创智,100,存续,—
YP0284,杨浦示例企业0284,设计创意,文化创意,微型,80,五角场商圈,500,存续,新设研发中心
YP0285,杨浦示例企业0285,在线新经济,信息技术,小型,447,杨浦滨江,1000,存续,—
YP0286,杨浦示例企业0286,专精特新制造服务,制造业,小型,476,新江湾,3000,存续,—
YP0287,杨浦示例企业0287,AI/大模型,信息技术,小型,556,大创智,3000,存续,新设研发中心
YP0288,杨浦示例企业0288,科技金融,金融业,小型,414,国定路高校带,100,存续,近6月融资+招聘扩张
YP0289,杨浦示例企业0289,科技金融,金融业,微型,61,五角场商圈,500,存续,—
YP0290,杨浦示例企业0290,AI/大模型,信息技术,小型,273,新江湾,100,存续,工商稳定+岗位激增
YP0291,杨浦示例企业0291,设计创意,文化创意,小型,537,新江湾,500,存续,工商稳定+岗位激增
YP0292,杨浦示例企业0292,检验检测/科技服务,科学研究,大型,4327,新江湾,1000,存续,工商稳定+岗位激增
YP0293,杨浦示例企业0293,科技金融,金融业,中型,1199,新江湾,500,存续,—
YP0294,杨浦示例企业0294,设计创意,文化创意,大型,6148,杨浦滨江,500,存续,—
YP0295,杨浦示例企业0295,专精特新制造服务,制造业,微型,99,新江湾,500,存续,—
YP0296,杨浦示例企业0296,在线新经济,信息技术,小型,220,新江湾,1000,存续,—
YP0297,杨浦示例企业0297,设计创意,文化创意,微型,126,新江湾,100,存续,近6月融资+招聘扩张
YP0298,杨浦示例企业0298,在线新经济,信息技术,小型,592,国定路高校带,100,存续,—
YP0299,杨浦示例企业0299,检验检测/科技服务,科学研究,小型,520,新江湾,3000,存续,—
YP0300,杨浦示例企业0300,AI/大模型,信息技术,小型,434,大创智,300,存续,近6月融资+招聘扩张
YP0301,杨浦示例企业0301,在线新经济,信息技术,小型,251,国定路高校带,100,存续,工商稳定+岗位激增
YP0302,杨浦示例企业0302,在线新经济,信息技术,小型,332,五角场商圈,500,存续,近6月融资+招聘扩张
YP0303,杨浦示例企业0303,AI/大模型,信息技术,小型,528,杨浦滨江,3000,存续,—
YP0304,杨浦示例企业0304,AI/大模型,信息技术,小型,260,新江湾,1000,存续,—
YP0305,杨浦示例企业0305,设计创意,文化创意,微型,149,杨浦滨江,3000,存续,—
YP0306,杨浦示例企业0306,专精特新制造服务,制造业,小型,411,内环商务,3000,存续,近6月融资+招聘扩张
YP0307,杨浦示例企业0307,专精特新制造服务,制造业,中型,1883,杨浦滨江,100,存续,新设研发中心
YP0308,杨浦示例企业0308,AI/大模型,信息技术,微型,72,五角场商圈,300,存续,—
YP0309,杨浦示例企业0309,在线新经济,信息技术,微型,195,杨浦滨江,300,存续,新设研发中心
YP0310,杨浦示例企业0310,专精特新制造服务,制造业,微型,87,大创智,100,存续,工商稳定+岗位激增
YP0311,杨浦示例企业0311,检验检测/科技服务,科学研究,小型,330,五角场商圈,100,存续,—
YP0312,杨浦示例企业0312,AI/大模型,信息技术,中型,1866,大创智,100,存续,工商稳定+岗位激增
YP0313,杨浦示例企业0313,科技金融,金融业,微型,174,五角场商圈,3000,存续,近6月融资+招聘扩张
YP0314,杨浦示例企业0314,科技金融,金融业,中型,1562,内环商务,300,存续,近6月融资+招聘扩张
YP0315,杨浦示例企业0315,AI/大模型,信息技术,小型,522,杨浦滨江,1000,存续,新设研发中心
YP0316,杨浦示例企业0316,设计创意,文化创意,中型,1760,内环商务,500,存续,工商稳定+岗位激增
YP0317,杨浦示例企业0317,AI/大模型,信息技术,小型,507,新江湾,500,存续,—
YP0318,杨浦示例企业0318,专精特新制造服务,制造业,中型,1831,内环商务,500,存续,—
YP0319,杨浦示例企业0319,在线新经济,信息技术,小型,508,杨浦滨江,300,存续,—
